song_Id,gmt_create_total,action_type1,action_type2,action_type3,Ds
e036df6dc1a8edd7439c6ace0eb7f8d9,1425690000,1,0,0,20150307
edcbea2662369133770ac11fa1c052dc,65581268400,46,0,0,20150307
f241457901e83bd770836262bb15c6f4,1425686400,1,0,0,20150307
f65e758d50b58771c0c0b157066f13a4,4277149200,3,0,0,20150307
007b9d900c65393163d1ef296918c03a,2851592400,2,0,0,20150308
0e091d6da252c28a9f566ca34601e804,1425780000,1,0,0,20150308
1ea4fe1c1e84206a90f18e98bdb1584c,1425805200,1,0,0,20150308
20abdc8d5346633bf5bd763b03f17922,1425780000,1,0,0,20150308
2b3fa5503b65aeaa95cfe7fffb3d0014,1425801600,1,0,0,20150308
2df962e98eb8674c978264553137a424,1425780000,1,0,0,20150308
320f3651df5d39d9be1173d0a19dcf89,5703206400,3,1,0,20150308
33869f5fa4936eeec70529eb2a38c561,4277415600,3,0,0,20150308
46de4e7d503d4bbd30e3fd718ad2f979,1425765600,1,0,0,20150308
48239d352b2bd6940a7611454b4b6d98,1425816000,0,1,0,20150308
5c9c3896c081a372ae659b777b90f640,1425780000,1,0,0,20150308
5d1608876e4bf68334e4c50ee0d1ab3a,1425801600,1,0,0,20150308
6e0065451961e363b196bdd34c2b82e1,1425780000,1,0,0,20150308
742fd1ce58cb04531b1a621430f5ce5a,1425780000,1,0,0,20150308
7471e17b749fec653dce159566f096f6,1425790800,1,0,0,20150308
7bc543a6b27cd6ee9275d9e0d824cebc,2851560000,2,0,0,20150308
8121de295473659c7de60e582ff8b253,15683702400,10,1,0,20150308
90541cdf352e91f2e6daf779caa5fd07,1425816000,1,0,0,20150308
a4ba7c56de72fd35631bed9943d75840,1425805200,1,0,0,20150308
acd9fb3ddb55ec7114de394bab2be854,18535532400,12,1,0,20150308
c902f041ba8b94725440dcc2a30e6632,1425780000,1,0,0,20150308
ebcc8befa582acc00abd43ace63e219f,1425780000,1,0,0,20150308
edcbea2662369133770ac11fa1c052dc,21387056400,14,1,0,20150308
f65e758d50b58771c0c0b157066f13a4,1425790800,1,0,0,20150308
0b814eb7674877d04d4cd1185dffdf42,1425862800,1,0,0,20150309
1c69f5bd988268517a09cd629d2f45eb,1425913200,1,0,0,20150309
1ea4fe1c1e84206a90f18e98bdb1584c,1425906000,0,1,0,20150309
320f3651df5d39d9be1173d0a19dcf89,4277584800,3,0,0,20150309
33869f5fa4936eeec70529eb2a38c561,2851776000,2,0,0,20150309
43df5b2c8bba61a2528587d5ffd67ca7,1425855600,1,0,0,20150309
46de4e7d503d4bbd30e3fd718ad2f979,1425902400,1,0,0,20150309
8121de295473659c7de60e582ff8b253,32795085600,23,0,0,20150309
acd9fb3ddb55ec7114de394bab2be854,5703454800,4,0,0,20150309
edcbea2662369133770ac11fa1c052dc,25665624000,18,0,0,20150309
f65e758d50b58771c0c0b157066f13a4,91253858400,64,0,0,20150309
0b814eb7674877d04d4cd1185dffdf42,4277944800,3,0,0,20150310
1ea4fe1c1e84206a90f18e98bdb1584c,4277779200,3,0,0,20150310
320f3651df5d39d9be1173d0a19dcf89,2851992000,2,0,0,20150310
33869f5fa4936eeec70529eb2a38c561,14259553200,10,0,0,20150310
3c72477f3d649b91994433dfe1bb1f88,4277912400,2,1,0,20150310
48239d352b2bd6940a7611454b4b6d98,1425985200,1,0,0,20150310
7471e17b749fec653dce159566f096f6,1425992400,1,0,0,20150310
7c18ee584fb5d676bb545a4017b9740b,1425988800,1,0,0,20150310
8121de295473659c7de60e582ff8b253,14259517200,10,0,0,20150310
8455c9eea3ebaae2380f7e4face53126,1425981600,1,0,0,20150310
ab38d342942d49942ba4aba9336db34c,1425985200,1,0,0,20150310
ac86f5ac50a73cb8a6663a620ceed387,2851970400,2,0,0,20150310
acac9f66feb22704ebdd4df8f81e5fde,1425985200,1,0,0,20150310
acd9fb3ddb55ec7114de394bab2be854,11407654800,8,0,0,20150310
e036df6dc1a8edd7439c6ace0eb7f8d9,2851956000,2,0,0,20150310
e47ae553103a76f0c2fcebe5a9dad720,2851956000,1,1,0,20150310
edcbea2662369133770ac11fa1c052dc,25667334000,16,2,0,20150310
f114aded48881db26ec33490f0518fc6,5703940800,4,0,0,20150310
f65e758d50b58771c0c0b157066f13a4,9981882000,6,1,0,20150310
007b9d900c65393163d1ef296918c03a,1426082400,1,0,0,20150311
1ea4fe1c1e84206a90f18e98bdb1584c,4278142800,3,0,0,20150311
320f3651df5d39d9be1173d0a19dcf89,5704214400,4,0,0,20150311
33869f5fa4936eeec70529eb2a38c561,7130206800,3,2,0,20150311
3c72477f3d649b91994433dfe1bb1f88,1426028400,1,0,0,20150311
46de4e7d503d4bbd30e3fd718ad2f979,1426017600,1,0,0,20150311
48239d352b2bd6940a7611454b4b6d98,1426028400,0,1,0,20150311
61dd0d4303c10311f861ea0e881eb9d9,1426078800,1,0,0,20150311
6e0065451961e363b196bdd34c2b82e1,1426075200,0,1,0,20150311
7c18ee584fb5d676bb545a4017b9740b,2852143200,2,0,0,20150311
8121de295473659c7de60e582ff8b253,22816756800,15,1,0,20150311
8455c9eea3ebaae2380f7e4face53126,1426071600,1,0,0,20150311
90541cdf352e91f2e6daf779caa5fd07,1426010400,1,0,0,20150311
a5b875640ec3c5232000f35b821ba02a,9982461600,6,1,0,20150311
ab38d342942d49942ba4aba9336db34c,1426046400,1,0,0,20150311
acac9f66feb22704ebdd4df8f81e5fde,1426078800,1,0,0,20150311
acd9fb3ddb55ec7114de394bab2be854,9982317600,6,1,0,20150311
e47ae553103a76f0c2fcebe5a9dad720,1426028400,1,0,0,20150311
ebee0f9ac03bd3eb440bbe769ae494df,1426071600,1,0,0,20150311
edcbea2662369133770ac11fa1c052dc,19964689200,13,1,0,20150311
f114aded48881db26ec33490f0518fc6,1426071600,1,0,0,20150311
f65e758d50b58771c0c0b157066f13a4,2852110800,1,1,0,20150311
007b9d900c65393163d1ef296918c03a,5704538400,3,1,0,20150312
0b814eb7674877d04d4cd1185dffdf42,5704578000,2,2,0,20150312
0e091d6da252c28a9f566ca34601e804,1426129200,1,0,0,20150312
1ea4fe1c1e84206a90f18e98bdb1584c,7130678400,4,1,0,20150312
20abdc8d5346633bf5bd763b03f17922,1426129200,1,0,0,20150312
2b3fa5503b65aeaa95cfe7fffb3d0014,1426129200,1,0,0,20150312
2df962e98eb8674c978264553137a424,1426129200,1,0,0,20150312
320f3651df5d39d9be1173d0a19dcf89,4278448800,1,2,0,20150312
33869f5fa4936eeec70529eb2a38c561,7130595600,5,0,0,20150312
3c72477f3d649b91994433dfe1bb1f88,2852258400,2,0,0,20150312
46de4e7d503d4bbd30e3fd718ad2f979,7130667600,4,1,0,20150312
48239d352b2bd6940a7611454b4b6d98,2852258400,2,0,0,20150312
5c9c3896c081a372ae659b777b90f640,1426129200,1,0,0,20150312
5d1608876e4bf68334e4c50ee0d1ab3a,1426129200,1,0,0,20150312
6e0065451961e363b196bdd34c2b82e1,1426129200,1,0,0,20150312
7c18ee584fb5d676bb545a4017b9740b,1426129200,1,0,0,20150312
8121de295473659c7de60e582ff8b253,27096318000,18,1,0,20150312
8455c9eea3ebaae2380f7e4face53126,1426129200,1,0,0,20150312
a4ba7c56de72fd35631bed9943d75840,1426129200,1,0,0,20150312
acd9fb3ddb55ec7114de394bab2be854,2852280000,1,1,0,20150312
c014aa92506e50f966c0f00bda49ff3e,2852258400,2,0,0,20150312
c902f041ba8b94725440dcc2a30e6632,1426129200,1,0,0,20150312
edcbea2662369133770ac11fa1c052dc,11409022800,8,0,0,20150312
f114aded48881db26ec33490f0518fc6,1426129200,1,0,0,20150312
f38951bac70849f428ce25ab541d9a6a,1426129200,1,0,0,20150312
f65e758d50b58771c0c0b157066f13a4,2852236800,2,0,0,20150312
007b9d900c65393163d1ef296918c03a,1426183200,1,0,0,20150313
0b814eb7674877d04d4cd1185dffdf42,1426244400,1,0,0,20150313
0e091d6da252c28a9f566ca34601e804,2852420400,2,0,0,20150313
1244373c2601af76065b452553484f57,1426237200,1,0,0,20150313
1c69f5bd988268517a09cd629d2f45eb,1426233600,1,0,0,20150313
1ea4fe1c1e84206a90f18e98bdb1584c,4278603600,3,0,0,20150313
20abdc8d5346633bf5bd763b03f17922,1426204800,1,0,0,20150313
320f3651df5d39d9be1173d0a19dcf89,1426244400,1,0,0,20150313
33869f5fa4936eeec70529eb2a38c561,5704912800,3,1,0,20150313
3dc61c27ccd5bf6fd41232770c214bd8,1426237200,1,0,0,20150313
46de4e7d503d4bbd30e3fd718ad2f979,4278607200,3,0,0,20150313
48239d352b2bd6940a7611454b4b6d98,1426248000,0,1,0,20150313
4bda56b8af56ff1ed8b6d3be37fa53fa,1426233600,1,0,0,20150313
4cb66e3c5a9becbe2dd4c38d06b55f23,1426233600,1,0,0,20150313
4deb7b5387212d736e1069ad3137c171,1426233600,1,0,0,20150313
60027f026ed0342fa93d44dfe78f05d1,1426233600,1,0,0,20150313
673e0f390d0677df45aac42f27cb2b83,1426233600,1,0,0,20150313
6ba415ae11bb52a1bef278fd2251496a,1426233600,1,0,0,20150313
6e0065451961e363b196bdd34c2b82e1,1426233600,1,0,0,20150313
7471e17b749fec653dce159566f096f6,1426233600,1,0,0,20150313
7bc543a6b27cd6ee9275d9e0d824cebc,1426233600,1,0,0,20150313
7c18ee584fb5d676bb545a4017b9740b,2852470800,2,0,0,20150313
8121de295473659c7de60e582ff8b253,22819572000,16,0,0,20150313
8455c9eea3ebaae2380f7e4face53126,1426183200,1,0,0,20150313
9556e3d9a35fb2a76c62d33fc19ef84f,2852416800,2,0,0,20150313
956b589d7419ee3f01f560ee20ec3964,1426233600,1,0,0,20150313
97e8efc5f8a87e5f7d5e35daa0cb3a51,1426233600,1,0,0,20150313
9c238986d7955ca7fca4c9cdd9800564,1426233600,1,0,0,20150313
ab38d342942d49942ba4aba9336db34c,1426233600,1,0,0,20150313
ac86f5ac50a73cb8a6663a620ceed387,1426233600,1,0,0,20150313
acac9f66feb22704ebdd4df8f81e5fde,1426233600,1,0,0,20150313
acd9fb3ddb55ec7114de394bab2be854,8557358400,5,1,0,20150313
b350b1560199d53c0afbe4ef7ad7aaa9,1426258800,1,0,0,20150313
b4981b6c5ae9c842795568a2f21a69c4,1426233600,1,0,0,20150313
d3f3565c378946ec0b3e6ccc70f93500,2852438400,2,0,0,20150313
e036df6dc1a8edd7439c6ace0eb7f8d9,1426233600,1,0,0,20150313
ebcc8befa582acc00abd43ace63e219f,1426237200,1,0,0,20150313
ebee0f9ac03bd3eb440bbe769ae494df,1426237200,1,0,0,20150313
edcbea2662369133770ac11fa1c052dc,18540853200,10,3,0,20150313
f145b7f0422b0151e42ee104797d4be2,1426233600,1,0,0,20150313
f241457901e83bd770836262bb15c6f4,1426237200,1,0,0,20150313
f38951bac70849f428ce25ab541d9a6a,1426237200,1,0,0,20150313
f65e758d50b58771c0c0b157066f13a4,4278600000,3,0,0,20150313
007b9d900c65393163d1ef296918c03a,1426291200,1,0,0,20150314
0b814eb7674877d04d4cd1185dffdf42,5705208000,4,0,0,20150314
1ea4fe1c1e84206a90f18e98bdb1584c,9984067200,7,0,0,20150314
20abdc8d5346633bf5bd763b03f17922,1426287600,1,0,0,20150314
2b3fa5503b65aeaa95cfe7fffb3d0014,1426287600,1,0,0,20150314
2df962e98eb8674c978264553137a424,1426287600,1,0,0,20150314
320f3651df5d39d9be1173d0a19dcf89,4278916800,3,0,0,20150314
33869f5fa4936eeec70529eb2a38c561,11410372800,8,0,0,20150314
3c72477f3d649b91994433dfe1bb1f88,1426316400,1,0,0,20150314
3dc61c27ccd5bf6fd41232770c214bd8,1426327200,1,0,0,20150314
46de4e7d503d4bbd30e3fd718ad2f979,7131546000,5,0,0,20150314
48239d352b2bd6940a7611454b4b6d98,2852643600,1,1,0,20150314
5c9c3896c081a372ae659b777b90f640,1426287600,1,0,0,20150314
5d1608876e4bf68334e4c50ee0d1ab3a,1426287600,1,0,0,20150314
60027f026ed0342fa93d44dfe78f05d1,1426327200,1,0,0,20150314
61dd0d4303c10311f861ea0e881eb9d9,1426327200,1,0,0,20150314
6e0065451961e363b196bdd34c2b82e1,8557718400,6,0,0,20150314
7c18ee584fb5d676bb545a4017b9740b,9984110400,7,0,0,20150314
8121de295473659c7de60e582ff8b253,15689358000,11,0,0,20150314
